matricula;AnoMes_Formatted;leads;trabalhado;abordado;negociado;rec_orcamento;cotado;transm_bru;transm_liq;rec_canc_transm;premio_transm;premio_rec_canc;premio_emi;ticket_med_bru;ticket_med_lid;%Trabalhado;%Abordado;%Cotado;%Conversão_Bruta;%Conversão_Líquida;%Eficiência;AnoMes_Formatted:1;monitoria;sac;tempo_logado;Status_Meta;Operador_Sequencial
4400084;202106;12;12;12;8;2;6;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202106;92;0;23650;abaixo da meta;1
4400084;202106;22;22;22;20;4;16;8;8;0;13608;0;13608;3402;3402;1;1;0,727272727;0,5;0,5;0,363636364;202106;92;0;23650;abaixo da meta;2
4400084;202108;24;24;24;22;8;14;4;4;0;4088;0;4088;2044;2044;1;1;0,583333333;0,285714286;0,285714286;0,166666667;202108;92;0;23650;abaixo da meta;1
4400087;202104;12;12;12;8;0;8;0;0;0;0;0;0;0;0;1;1;0,666666667;0;0;0;202104;null;null;null;abaixo da meta;1
4400088;202102;16;16;16;16;2;14;2;2;0;3744;0;3744;3744;3744;1;1;0,875;0,142857143;0,142857143;0,125;202102;53;0;29244;abaixo da meta;1
4400088;202102;16;16;16;16;2;14;2;2;0;3744;0;3744;3744;3744;1;1;0,875;0,142857143;0,142857143;0,125;202102;66;0;21798;abaixo da meta;2
4400088;202102;16;16;16;16;2;14;2;2;0;3744;0;3744;3744;3744;1;1;0,875;0,142857143;0,142857143;0,125;202102;80;0;26484;abaixo da meta;3
4400088;202102;16;16;16;16;2;14;2;2;0;3744;0;3744;3744;3744;1;1;0,875;0,142857143;0,142857143;0,125;202102;92;0;27019;abaixo da meta;4
4400088;202102;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;202102;53;0;29244;abaixo da meta;5
4400088;202102;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;202102;66;0;21798;abaixo da meta;6
4400088;202102;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;202102;80;0;26484;abaixo da meta;7
4400088;202102;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;202102;92;0;27019;abaixo da meta;8
4400088;202104;18;18;18;10;2;8;4;4;0;10806;0;10806;5403;5403;1;1;0,444444444;0,5;0,5;0,222222222;202104;53;0;29244;abaixo da meta;1
4400088;202104;18;18;18;10;2;8;4;4;0;10806;0;10806;5403;5403;1;1;0,444444444;0,5;0,5;0,222222222;202104;66;0;21798;abaixo da meta;2
4400088;202104;18;18;18;10;2;8;4;4;0;10806;0;10806;5403;5403;1;1;0,444444444;0,5;0,5;0,222222222;202104;80;0;26484;abaixo da meta;3
4400088;202104;18;18;18;10;2;8;4;4;0;10806;0;10806;5403;5403;1;1;0,444444444;0,5;0,5;0,222222222;202104;92;0;27019;abaixo da meta;4
4400088;202105;20;20;20;18;0;18;6;6;0;16494;0;16494;5498;5498;1;1;0,9;0,333333333;0,333333333;0,3;202105;53;0;29244;abaixo da meta;1
4400088;202105;20;20;20;18;0;18;6;6;0;16494;0;16494;5498;5498;1;1;0,9;0,333333333;0,333333333;0,3;202105;66;0;21798;abaixo da meta;2
4400088;202105;20;20;20;18;0;18;6;6;0;16494;0;16494;5498;5498;1;1;0,9;0,333333333;0,333333333;0,3;202105;80;0;26484;abaixo da meta;3
4400088;202105;20;20;20;18;0;18;6;6;0;16494;0;16494;5498;5498;1;1;0,9;0,333333333;0,333333333;0,3;202105;92;0;27019;abaixo da meta;4
4400088;202106;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202106;53;0;29244;abaixo da meta;1
4400088;202106;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202106;66;0;21798;abaixo da meta;2
4400088;202106;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202106;80;0;26484;abaixo da meta;3
4400088;202106;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202106;92;0;27019;abaixo da meta;4
4400089;202102;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202102;99;0;23660;abaixo da meta;1
4400089;202102;18;18;16;10;0;10;2;2;0;3612;0;3612;3612;3612;1;0,888888889;0,625;0,2;0,2;0,111111111;202102;99;0;23660;abaixo da meta;2
4400089;202104;6;6;6;6;0;6;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202104;99;0;23660;abaixo da meta;1
4400089;202108;8;8;8;4;0;4;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202108;99;0;23660;abaixo da meta;1
4400091;202108;14;14;14;10;0;10;4;4;0;5582;0;5582;2791;2791;1;1;0,714285714;0,4;0,4;0,285714286;202108;94;0;25939;abaixo da meta;1
4400092;202101;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202101;98;0;28155;abaixo da meta;1
4400092;202104;14;14;14;6;0;6;2;2;0;8940;0;8940;8940;8940;1;1;0,428571429;0,333333333;0,333333333;0,142857143;202104;98;0;28155;abaixo da meta;1
4400092;202105;10;10;10;10;0;10;6;6;0;12060;0;12060;4020;4020;1;1;1;0,6;0,6;0,6;202105;98;0;28155;abaixo da meta;1
4400092;202106;8;8;8;6;2;4;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202106;98;0;28155;abaixo da meta;1
4400093;202106;20;20;20;14;0;14;4;4;0;5552;0;5552;2776;2776;1;1;0,7;0,285714286;0,285714286;0,2;202106;55;0;22903;abaixo da meta;1
4400094;202101;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202101;92;0;23924;abaixo da meta;1
4400094;202102;4;4;4;2;0;2;2;2;0;2972;0;2972;2972;2972;1;1;0,5;1;1;0,5;202102;92;0;23924;abaixo da meta;1
4400094;202106;14;14;14;12;4;8;4;4;0;7174;0;7174;3587;3587;1;1;0,571428571;0,5;0,5;0,285714286;202106;92;0;23924;abaixo da meta;1
4400096;202108;14;14;14;14;2;12;2;2;0;2146;0;2146;2146;2146;1;1;0,857142857;0,166666667;0,166666667;0,142857143;202108;58;0;26910;abaixo da meta;1
4400097;202101;4;4;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202101;null;null;null;abaixo da meta;1
4400098;202105;20;20;20;14;0;14;4;4;0;9862;0;9862;4931;4931;1;1;0,7;0,285714286;0,285714286;0,2;202105;68;0;23096;abaixo da meta;1
4400099;202106;16;16;16;10;4;6;4;4;0;7194;0;7194;3597;3597;1;1;0,375;0,666666667;0,666666667;0,25;202106;null;null;null;abaixo da meta;1
4400101;202104;14;14;8;6;0;6;0;0;0;0;0;0;0;0;1;0,571428571;0,75;0;0;0;202104;null;null;null;abaixo da meta;1
4400102;202101;12;12;10;6;2;4;4;4;0;7320;0;7320;3660;3660;1;0,833333333;0,4;1;1;0,333333333;202101;67;0;26449;abaixo da meta;1
4400102;202106;2;2;2;2;0;2;2;2;0;5086;0;5086;5086;5086;1;1;1;1;1;1;202106;67;0;26449;abaixo da meta;1
4400102;202106;6;6;6;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202106;67;0;26449;abaixo da meta;2
4400104;202101;8;8;8;6;0;6;0;0;0;0;0;0;0;0;1;1;0,75;0;0;0;202101;64;0;25915;abaixo da meta;1
4400104;202101;8;8;8;6;0;6;0;0;0;0;0;0;0;0;1;1;0,75;0;0;0;202101;71;0;24701;abaixo da meta;2
4400104;202101;8;8;8;6;0;6;0;0;0;0;0;0;0;0;1;1;0,75;0;0;0;202101;95;0;21113;abaixo da meta;3
4400104;202104;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202104;64;0;25915;abaixo da meta;1
4400104;202104;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202104;71;0;24701;abaixo da meta;2
4400104;202104;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202104;95;0;21113;abaixo da meta;3
4400104;202104;10;10;10;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202104;64;0;25915;abaixo da meta;4
4400104;202104;10;10;10;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202104;71;0;24701;abaixo da meta;5
4400104;202104;10;10;10;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202104;95;0;21113;abaixo da meta;6
4400104;202107;8;8;8;6;0;6;2;2;0;5668;0;5668;5668;5668;1;1;0,75;0,333333333;0,333333333;0,25;202107;64;0;25915;abaixo da meta;1
4400104;202107;8;8;8;6;0;6;2;2;0;5668;0;5668;5668;5668;1;1;0,75;0,333333333;0,333333333;0,25;202107;71;0;24701;abaixo da meta;2
4400104;202107;8;8;8;6;0;6;2;2;0;5668;0;5668;5668;5668;1;1;0,75;0,333333333;0,333333333;0,25;202107;95;0;21113;abaixo da meta;3
4400104;202107;24;24;20;18;8;10;4;2;2;8274;5650;2624;4137;2624;1;0,833333333;0,5;0,4;0,2;0,083333333;202107;64;0;25915;abaixo da meta;4
4400104;202107;24;24;20;18;8;10;4;2;2;8274;5650;2624;4137;2624;1;0,833333333;0,5;0,4;0,2;0,083333333;202107;71;0;24701;abaixo da meta;5
4400104;202107;24;24;20;18;8;10;4;2;2;8274;5650;2624;4137;2624;1;0,833333333;0,5;0,4;0,2;0,083333333;202107;95;0;21113;abaixo da meta;6
4400107;202109;24;24;24;6;0;6;0;0;0;0;0;0;0;0;1;1;0,25;0;0;0;202109;86;0;22485;abaixo da meta;1
4400108;202103;14;14;12;10;2;8;4;4;0;6860;0;6860;3430;3430;1;0,857142857;0,666666667;0,5;0,5;0,285714286;202103;null;null;null;abaixo da meta;1
4400108;202104;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202104;null;null;null;abaixo da meta;1
4400109;202104;14;14;14;12;2;10;0;0;0;0;0;0;0;0;1;1;0,714285714;0;0;0;202104;null;null;null;abaixo da meta;1
4400110;202106;6;6;6;6;2;4;2;2;0;1654;0;1654;1654;1654;1;1;0,666666667;0,5;0,5;0,333333333;202106;null;null;null;abaixo da meta;1
4400112;202101;22;22;22;18;6;12;2;2;0;8812;0;8812;8812;8812;1;1;0,545454545;0,166666667;0,166666667;0,090909091;202101;73;0;22352;abaixo da meta;1
4400112;202104;4;4;2;2;0;2;2;0;2;1850;1850;0;1850;0;1;0,5;1;1;0;0;202104;73;0;22352;abaixo da meta;1
4400112;202107;30;30;30;10;0;10;2;2;0;4950;0;4950;4950;4950;1;1;0,333333333;0,2;0,2;0,066666667;202107;73;0;22352;abaixo da meta;1
4400113;202102;12;12;12;10;0;10;0;0;0;0;0;0;0;0;1;1;0,833333333;0;0;0;202102;82;0;28919;abaixo da meta;1
4400113;202106;12;12;10;6;2;4;2;0;2;6462;6462;0;6462;0;1;0,833333333;0,4;0,5;0;0;202106;82;0;28919;abaixo da meta;1
4400113;202108;8;8;8;4;0;4;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202108;82;0;28919;abaixo da meta;1
4400114;202109;32;32;18;14;0;14;0;0;0;0;0;0;0;0;1;0,5625;0,777777778;0;0;0;202109;53;0;23767;abaixo da meta;1
4400116;202105;2;2;2;2;0;2;2;2;0;2564;0;2564;2564;2564;1;1;1;1;1;1;202105;null;null;null;abaixo da meta;1
4400116;202107;18;18;18;14;8;6;0;0;0;0;0;0;0;0;1;1;0,333333333;0;0;0;202107;null;null;null;abaixo da meta;1
4400117;202103;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202103;77;0;27477;abaixo da meta;1
4400117;202103;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202103;85;0;26882;abaixo da meta;2
4400117;202104;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202104;77;0;27477;abaixo da meta;1
4400117;202104;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202104;85;0;26882;abaixo da meta;2
4400117;202104;10;10;10;4;0;4;0;0;0;0;0;0;0;0;1;1;0,4;0;0;0;202104;77;0;27477;abaixo da meta;3
4400117;202104;10;10;10;4;0;4;0;0;0;0;0;0;0;0;1;1;0,4;0;0;0;202104;85;0;26882;abaixo da meta;4
4400119;202105;18;18;16;14;2;12;6;6;0;14578;0;14578;4859,333334;4859,333334;1;0,888888889;0,75;0,5;0,5;0,333333333;202105;65;0;21217;abaixo da meta;1
4400119;202105;18;18;16;14;2;12;6;6;0;14578;0;14578;4859,333334;4859,333334;1;0,888888889;0,75;0,5;0,5;0,333333333;202105;93;0;21229;abaixo da meta;2
4400119;202105;12;12;12;8;0;8;2;0;2;5296;5296;0;5296;0;1;1;0,666666667;0,25;0;0;202105;65;0;21217;abaixo da meta;3
4400119;202105;12;12;12;8;0;8;2;0;2;5296;5296;0;5296;0;1;1;0,666666667;0,25;0;0;202105;93;0;21229;abaixo da meta;4
4400119;202108;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202108;65;0;21217;abaixo da meta;1
4400119;202108;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202108;93;0;21229;abaixo da meta;2
4400120;202104;18;18;18;18;2;16;6;6;0;10966;0;10966;3655,333334;3655,333334;1;1;0,888888889;0,375;0,375;0,333333333;202104;55;0;26589;abaixo da meta;1
4400120;202106;30;30;30;18;0;18;6;6;0;7688;0;7688;2562,666666;2562,666666;1;1;0,6;0,333333333;0,333333333;0,2;202106;55;0;26589;abaixo da meta;1
4400121;202101;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202101;98;0;22577;abaixo da meta;1
4400121;202102;2;2;2;2;0;2;2;2;0;2890;0;2890;2890;2890;1;1;1;1;1;1;202102;98;0;22577;abaixo da meta;1
4400122;202106;4;4;4;4;0;4;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202106;79;0;23860;abaixo da meta;1
4400123;202102;20;20;20;18;2;16;0;0;0;0;0;0;0;0;1;1;0,8;0;0;0;202102;null;null;null;abaixo da meta;1
4400123;202106;6;6;4;2;2;0;0;0;0;0;0;0;0;0;1;0,666666667;0;0;0;0;202106;null;null;null;abaixo da meta;1
4400123;202109;4;4;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202109;null;null;null;abaixo da meta;1
4400124;202101;14;14;14;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202101;null;null;null;abaixo da meta;1
4400124;202103;16;16;14;12;0;12;0;0;0;0;0;0;0;0;1;0,875;0,857142857;0;0;0;202103;null;null;null;abaixo da meta;1
4400125;202105;10;10;10;6;0;6;0;0;0;0;0;0;0;0;1;1;0,6;0;0;0;202105;53;0;21116;abaixo da meta;1
4400125;202108;6;6;6;4;0;4;0;0;0;0;0;0;0;0;1;1;0,666666667;0;0;0;202108;53;0;21116;abaixo da meta;1
4400126;202102;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202102;null;null;null;abaixo da meta;1
4400128;202103;18;18;18;16;4;12;4;2;2;4614;2880;1734;2307;1734;1;1;0,666666667;0,333333333;0,166666667;0,111111111;202103;63;0;29142;abaixo da meta;1
4400128;202103;18;18;18;16;4;12;4;2;2;4614;2880;1734;2307;1734;1;1;0,666666667;0,333333333;0,166666667;0,111111111;202103;71;0;25570;abaixo da meta;2
4400128;202104;6;6;6;2;0;2;0;0;0;0;0;0;0;0;1;1;0,333333333;0;0;0;202104;63;0;29142;abaixo da meta;1
4400128;202104;6;6;6;2;0;2;0;0;0;0;0;0;0;0;1;1;0,333333333;0;0;0;202104;71;0;25570;abaixo da meta;2
4400128;202108;24;24;24;18;2;16;6;6;0;12024;0;12024;4008;4008;1;1;0,666666667;0,375;0,375;0,25;202108;63;0;29142;abaixo da meta;1
4400128;202108;24;24;24;18;2;16;6;6;0;12024;0;12024;4008;4008;1;1;0,666666667;0,375;0,375;0,25;202108;71;0;25570;abaixo da meta;2
4400129;202101;4;4;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202101;64;0;25089;abaixo da meta;1
4400129;202101;4;4;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202101;65;0;26670;abaixo da meta;2
4400129;202106;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202106;64;0;25089;abaixo da meta;1
4400129;202106;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202106;65;0;26670;abaixo da meta;2
4400129;202109;64;64;12;8;0;8;0;0;0;0;0;0;0;0;1;0,1875;0,666666667;0;0;0;202109;64;0;25089;abaixo da meta;1
4400129;202109;64;64;12;8;0;8;0;0;0;0;0;0;0;0;1;0,1875;0,666666667;0;0;0;202109;65;0;26670;abaixo da meta;2
4400130;202101;8;8;8;2;0;2;0;0;0;0;0;0;0;0;1;1;0,25;0;0;0;202101;58;0;29062;abaixo da meta;1
4400131;202103;10;10;10;2;0;2;0;0;0;0;0;0;0;0;1;1;0,2;0;0;0;202103;null;null;null;abaixo da meta;1
4400132;202102;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202102;null;null;null;abaixo da meta;1
4400132;202106;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202106;null;null;null;abaixo da meta;1
4400133;202106;14;14;14;6;0;6;0;0;0;0;0;0;0;0;1;1;0,428571429;0;0;0;202106;64;0;23938;abaixo da meta;1
4400133;202106;14;14;14;6;0;6;0;0;0;0;0;0;0;0;1;1;0,428571429;0;0;0;202106;86;0;21090;abaixo da meta;2
4400133;202109;18;18;18;12;4;8;0;0;0;0;0;0;0;0;1;1;0,444444444;0;0;0;202109;64;0;23938;abaixo da meta;1
4400133;202109;18;18;18;12;4;8;0;0;0;0;0;0;0;0;1;1;0,444444444;0;0;0;202109;86;0;21090;abaixo da meta;2
4400133;202109;12;12;12;4;0;4;2;2;0;2826;0;2826;2826;2826;1;1;0,333333333;0,5;0,5;0,166666667;202109;64;0;23938;abaixo da meta;3
4400133;202109;12;12;12;4;0;4;2;2;0;2826;0;2826;2826;2826;1;1;0,333333333;0,5;0,5;0,166666667;202109;86;0;21090;abaixo da meta;4
4400134;202109;10;10;10;8;0;8;0;0;0;0;0;0;0;0;1;1;0,8;0;0;0;202109;null;null;null;abaixo da meta;1
4400135;202101;6;6;6;6;0;6;2;2;0;2500;0;2500;2500;2500;1;1;1;0,333333333;0,333333333;0,333333333;202101;52;0;22058;abaixo da meta;1
4400135;202101;6;6;6;6;0;6;2;2;0;2500;0;2500;2500;2500;1;1;1;0,333333333;0,333333333;0,333333333;202101;66;0;23733;abaixo da meta;2
4400135;202103;12;12;12;12;2;10;2;2;0;3214;0;3214;3214;3214;1;1;0,833333333;0,2;0,2;0,166666667;202103;52;0;22058;abaixo da meta;1
4400135;202103;12;12;12;12;2;10;2;2;0;3214;0;3214;3214;3214;1;1;0,833333333;0,2;0,2;0,166666667;202103;66;0;23733;abaixo da meta;2
4400135;202105;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202105;52;0;22058;abaixo da meta;1
4400135;202105;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202105;66;0;23733;abaixo da meta;2
4400136;202108;16;16;12;4;2;2;0;0;0;0;0;0;0;0;1;0,75;0,166666667;0;0;0;202108;null;null;null;abaixo da meta;1
4400138;202103;8;8;8;4;0;4;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202103;null;null;null;abaixo da meta;1
4400139;202105;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202105;null;null;null;abaixo da meta;1
4400139;202107;4;4;4;4;0;4;2;2;0;2694;0;2694;2694;2694;1;1;1;0,5;0,5;0,5;202107;null;null;null;abaixo da meta;1
4400140;202107;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202107;55;0;21315;abaixo da meta;1
4400140;202107;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202107;87;0;29094;abaixo da meta;2
4400140;202108;16;16;16;6;0;6;2;2;0;3052;0;3052;3052;3052;1;1;0,375;0,333333333;0,333333333;0,125;202108;55;0;21315;abaixo da meta;1
4400140;202108;16;16;16;6;0;6;2;2;0;3052;0;3052;3052;3052;1;1;0,375;0,333333333;0,333333333;0,125;202108;87;0;29094;abaixo da meta;2
4400142;202108;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202108;null;null;null;abaixo da meta;1
4400142;202109;8;8;8;8;0;8;2;2;0;5342;0;5342;5342;5342;1;1;1;0,25;0,25;0,25;202109;null;null;null;abaixo da meta;1
4400144;202104;14;14;14;10;0;10;2;2;0;3046;0;3046;3046;3046;1;1;0,714285714;0,2;0,2;0,142857143;202104;null;null;null;abaixo da meta;1
4400144;202105;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202105;null;null;null;abaixo da meta;1
4400144;202108;8;8;8;6;0;6;0;0;0;0;0;0;0;0;1;1;0,75;0;0;0;202108;null;null;null;abaixo da meta;1
4400145;202104;22;22;22;14;2;12;0;0;0;0;0;0;0;0;1;1;0,545454545;0;0;0;202104;null;null;null;abaixo da meta;1
4400145;202107;18;18;18;18;4;14;0;0;0;0;0;0;0;0;1;1;0,777777778;0;0;0;202107;null;null;null;abaixo da meta;1
4400146;202107;12;12;12;6;0;6;2;2;0;1866;0;1866;1866;1866;1;1;0,5;0,333333333;0,333333333;0,166666667;202107;59;0;25952;abaixo da meta;1
4400146;202109;32;32;26;12;8;4;0;0;0;0;0;0;0;0;1;0,8125;0,153846154;0;0;0;202109;59;0;25952;abaixo da meta;1
4400147;202103;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202103;60;0;21435;abaixo da meta;1
4400147;202108;8;8;8;8;0;8;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202108;60;0;21435;abaixo da meta;1
4400147;202109;10;10;10;4;2;2;2;2;0;6472;0;6472;6472;6472;1;1;0,2;1;1;0,2;202109;60;0;21435;abaixo da meta;1
4400148;202102;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202102;91;0;26800;abaixo da meta;1
4400149;202104;12;12;12;4;0;4;2;0;2;3228;3228;0;3228;0;1;1;0,333333333;0,5;0;0;202104;62;0;25410;abaixo da meta;1
4400149;202104;12;12;12;4;0;4;2;0;2;3228;3228;0;3228;0;1;1;0,333333333;0,5;0;0;202104;98;0;22760;abaixo da meta;2
4400149;202104;10;10;8;8;4;4;2;2;0;4912;0;4912;4912;4912;1;0,8;0,5;0,5;0,5;0,2;202104;62;0;25410;abaixo da meta;3
4400149;202104;10;10;8;8;4;4;2;2;0;4912;0;4912;4912;4912;1;0,8;0,5;0,5;0,5;0,2;202104;98;0;22760;abaixo da meta;4
4400149;202109;14;14;14;14;0;14;4;4;0;10016;0;10016;5008;5008;1;1;1;0,285714286;0,285714286;0,285714286;202109;62;0;25410;abaixo da meta;1
4400149;202109;14;14;14;14;0;14;4;4;0;10016;0;10016;5008;5008;1;1;1;0,285714286;0,285714286;0,285714286;202109;98;0;22760;abaixo da meta;2
4400150;202102;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202102;56;0;26714;abaixo da meta;1
4400150;202107;64;64;64;52;4;48;14;12;2;19206;2450;16756;2743,714286;2792,666666;1;1;0,75;0,291666667;0,25;0,1875;202107;56;0;26714;abaixo da meta;1
4400151;202102;6;6;6;6;0;6;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202102;100;0;25095;abaixo da meta;1
4400151;202103;18;18;4;4;4;0;0;0;0;0;0;0;0;0;1;0,222222222;0;0;0;0;202103;100;0;25095;abaixo da meta;1
4400151;202108;4;4;4;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202108;100;0;25095;abaixo da meta;1
4400153;202103;2;2;2;2;0;2;2;2;0;5198;0;5198;5198;5198;1;1;1;1;1;1;202103;93;0;27417;abaixo da meta;1
4400154;202105;6;6;6;2;0;2;0;0;0;0;0;0;0;0;1;1;0,333333333;0;0;0;202105;79;0;26806;abaixo da meta;1
4400156;202107;26;26;26;26;4;22;0;0;0;0;0;0;0;0;1;1;0,846153846;0;0;0;202107;null;null;null;abaixo da meta;1
4400157;202103;36;36;36;32;4;28;2;2;0;3866;0;3866;3866;3866;1;1;0,777777778;0,071428571;0,071428571;0,055555556;202103;null;null;null;abaixo da meta;1
4400157;202103;12;12;12;8;2;6;2;2;0;2968;0;2968;2968;2968;1;1;0,5;0,333333333;0,333333333;0,166666667;202103;null;null;null;abaixo da meta;2
4400158;202109;16;16;16;14;0;14;8;8;0;15790;0;15790;3947,5;3947,5;1;1;0,875;0,571428571;0,571428571;0,5;202109;null;null;null;abaixo da meta;1
4400159;202106;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202106;null;null;null;abaixo da meta;1
4400160;202109;18;18;18;12;0;12;6;6;0;11946;0;11946;3982;3982;1;1;0,666666667;0,5;0,5;0,333333333;202109;null;null;null;abaixo da meta;1
4400161;202102;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202102;null;null;null;abaixo da meta;1
4400163;202101;28;28;28;16;4;12;2;2;0;4908;0;4908;4908;4908;1;1;0,428571429;0,166666667;0,166666667;0,071428571;202101;null;null;null;abaixo da meta;1
4400163;202103;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202103;null;null;null;abaixo da meta;1
4400163;202104;8;8;6;0;0;0;0;0;0;0;0;0;0;0;1;0,75;0;0;0;0;202104;null;null;null;abaixo da meta;1
4400164;202102;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202102;81;0;28187;abaixo da meta;1
4400164;202109;18;18;18;8;0;8;0;0;0;0;0;0;0;0;1;1;0,444444444;0;0;0;202109;81;0;28187;abaixo da meta;1
4400165;202105;10;10;10;6;0;6;0;0;0;0;0;0;0;0;1;1;0,6;0;0;0;202105;100;0;22864;abaixo da meta;1
4400165;202108;6;6;6;6;2;4;0;0;0;0;0;0;0;0;1;1;0,666666667;0;0;0;202108;100;0;22864;abaixo da meta;1
4400166;202103;16;16;16;10;0;10;0;0;0;0;0;0;0;0;1;1;0,625;0;0;0;202103;null;null;null;abaixo da meta;1
4400169;202101;16;16;16;16;0;16;2;2;0;3218;0;3218;3218;3218;1;1;1;0,125;0,125;0,125;202101;56;0;21463;abaixo da meta;1
4400169;202101;16;16;16;16;0;16;2;2;0;3218;0;3218;3218;3218;1;1;1;0,125;0,125;0,125;202101;65;0;23368;abaixo da meta;2
4400169;202106;16;16;16;14;0;14;2;2;0;4308;0;4308;4308;4308;1;1;0,875;0,142857143;0,142857143;0,125;202106;56;0;21463;abaixo da meta;1
4400169;202106;16;16;16;14;0;14;2;2;0;4308;0;4308;4308;4308;1;1;0,875;0,142857143;0,142857143;0,125;202106;65;0;23368;abaixo da meta;2
4400169;202106;6;6;6;4;0;4;0;0;0;0;0;0;0;0;1;1;0,666666667;0;0;0;202106;56;0;21463;abaixo da meta;3
4400169;202106;6;6;6;4;0;4;0;0;0;0;0;0;0;0;1;1;0,666666667;0;0;0;202106;65;0;23368;abaixo da meta;4
4400169;202106;4;4;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202106;56;0;21463;abaixo da meta;5
4400169;202106;4;4;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202106;65;0;23368;abaixo da meta;6
